Doi,keywords
10.3390/ijerph16224363,children;  elf mf;  magnetic field;  residential exposure;  cluster analysis;  machine learning;  electric heating;  residence age;  residence type;  family size;  Medicine
10.1186/s40798-019-0187-y,EEG;  mTBI;  Machine learning;  Sports medicine;  RC1200-1245
10.1038/s42003-019-0415-5,ALZHEIMER'S disease;  MYELOID cells;  CEREBROSPINAL fluid examination;  CHOROID plexus;  CEREBROSPINAL fluid;  PHENOTYPES;  NON-small-cell lung carcinoma;  MONONUCLEAR leukocytes;  MONOCYTES;  CELL death;  CYTOMETRY;  STATISTICAL power analysis;  MORPHOLOGY;  FLOW cytometry;  MATHEMATICAL models;  HUMAN abnormalities;  ACUTE myeloid leukemia;  MACHINE learning;  COMPARATIVE studies;  THEORY;  DESCRIPTIVE statistics;  HEALTH care teams;  ALGORITHMS;  NUCLEOTIDE sequence;  CELL populations;  TRANSCRIPTOMES;  BIOMARKERS;  COMPUTATIONAL biology;  GENE expression;  EMPIRICAL research
10.3389/fimmu.2019.02818,systems immunology;  computational biology;  bioinformatics;  mathematical modeling;  innate and adaptive immune response;  Immunologic diseases. Allergy;  RC581-607
10.1016/j.cegh.2018.12.004,RETINAL imaging;  RETINA;  CONVOLUTIONAL neural networks;  DIABETIC retinopathy;  MACULAR edema;  DEEP learning;  PYTHON programming language;  ARTIFICIAL neural networks;  INTERNET of things;  DIABETES;  PEOPLE with diabetes;  ENERGY consumption;  ALGORITHMS;  GLYCOSYLATED hemoglobin;  MATHEMATICAL models;  PLETHYSMOGRAPHY;  LOGISTIC regression analysis;  THEORY;  WAVE analysis;  INSULIN sensitivity;  BLOOD sugar;  MANGIFERA;  STREPTOZOTOCIN;  MANGO;  ANACARDIACEAE;  RATS;  METABOLIC disorders;  FUZZY systems;  FUZZY logic;  DIAGNOSIS of diabetes;  DIAGNOSIS;  MACHINE learning;  FORECASTING;  PREDICTION models;  PATIENT monitoring;  MEDICAL care costs;  GLUCOSE;  INFORMATION & communication technologies;  BODY temperature
10.1186/s40168-019-0760-0,Microbial immigration;  Mass balance;  Engineered water systems;  Microbiome;  Microbial ecology;  QR100-130
10.1016/j.conctc.2019.100434,Medicine (General);  R5-920
10.1016/j.conctc.2019.100443,Medicine (General);  R5-920
10.1186/s40658-019-0252-0,IMAGING phantoms;  DEEP learning;  SINGLE-photon emission computed tomography;  COMPUTED tomography;  COMPUTER-assisted image analysis (Medicine);  CONVOLUTIONAL neural networks;  STATISTICAL hypothesis testing;  IMAGE reconstruction algorithms;  BACKSCATTERING;  NUCLEAR physics;  RADON transforms;  INVERSE problems;  IMAGE reconstruction;  RADIONUCLIDE imaging;  PROOF of concept;  COLLIMATORS;  LIKERT scale;  ARTIFICIAL intelligence;  NUCLEAR medicine;  RADIOLOGY;  DIAGNOSTIC imaging;  MONTE Carlo method;  CARDIAC radionuclide imaging;  IMAGE intensifiers;  PHOTON scattering;  REAR-screen projection;  SPECT;  Deep learning;  Radioembolization;  Reconstruction;  Medical physics. Medical radiology. Nuclear medicine;  R895-920
10.1016/S0140-6736(19)32626-1,TEAMS;  TREATMENT effectiveness;  HUMAN error;  ALGORITHMS;  HEALTH care teams;  HOPE;  MEDICINE
10.1186/s13643-019-1222-2,MACHINE learning;  SCIENTIFIC observation;  ARTIFICIAL intelligence;  FORECASTING;  MACHINE performance;  META-analysis;  MACHINE tools;  USER interfaces;  Systematic reviews;  Machine learning;  Automation;  Usability;  User experience;  Medicine
10.1186/s13643-019-1221-3,MACHINE learning;  SCIENTIFIC observation;  ARTIFICIAL intelligence;  FORECASTING;  META-analysis;  EXPONENTIAL functions;  RANDOM sets;  PROSTATE cancer;  EVIDENCE;  NATURAL language processing;  WEB-based user interfaces;  Systematic reviews;  Machine-learning;  Rapid reviews;  Accuracy;  Methods study;  Medicine
10.3389/fgene.2019.01120,MITOGEN-activated protein kinases;  NF-kappa B;  WHEAT;  TRANSCRIPTION factors;  PROTEIN kinases;  SERINE/THREONINE kinases;  FETAL growth retardation;  FETUS;  FETAL development;  DOPPLER ultrasonography;  CORD blood;  MICRORNA;  PROTEIN-protein interactions;  PROGRAMMING languages;  DATA integration;  BIOLOGICAL systems;  SYSTEMS biology;  correlation networks;  graph;  high-throughput sequencing;  network analysis;  omics;  protein–protein interaction;  Genetics;  QH426-470
10.1016/j.chempr.2019.07.008,HYDROGEN bonding;  CHIRALITY;  PROTEIN-protein interactions;  HELA cells;  CELL cycle;  HER2 positive breast cancer;  PEPTIDES;  POLYETHYLENE glycol;  PEPTIDE receptors;  BREAST;  SURVIVAL rate;  CANCER treatment;  ALDEHYDE dehydrogenase;  MOLECULAR weights;  MELTING points;  THERMOPHILIC bacteria;  METAL ions;  MELITTIN;  AMINO acids;  MOLECULAR dynamics;  HELICAL structure;  MOLECULAR spectra;  TRP channels;  CANCER cells;  STRUCTURAL engineering;  PROTEASE inhibitors;  STRUCTURAL engineers;  ANTIMICROBIAL peptides;  CATHELICIDINS;  SILVER nanoparticles;  DRUG development;  PARKINSON'S disease;  ALZHEIMER'S disease;  SERUM albumin;  DRUG design;  NANOMEDICINE;  PEPTIDOMIMETICS;  DIPEPTIDES;  CELL analysis;  PHARMACEUTICAL chemistry;  OPTICAL spectroscopy;  POLYPEPTIDES;  PROTEIN conformation;  SPECTRUM analysis;  PROTEIN folding;  CIRCULAR dichroism
10.3389/fgene.2019.01111,CANCER cell migration;  RNA;  HEPATOCELLULAR carcinoma;  REACTIVE oxygen species;  GREEN fluorescent protein;  RIBOSOMES;  OPEN reading frames (Genetics);  hepatocellular carcinoma;  translated small open reading frames;  ribosome-protected fragment sequencing;  ZFAS1;  reactive oxygen species;  Genetics;  QH426-470
10.1038/s42003-019-0356-z,CELLULAR aging;  OLD age;  MORPHOLOGY;  RNA sequencing;  CONVOLUTIONAL neural networks;  DEEP learning;  OLIGODENDROGLIA;  MYELIN;  NEURAL circuitry;  NANOFIBERS
10.1177/1460458218796636,FEATURE selection;  DISABILITIES;  BOOSTING algorithms;  INTELLECTUAL disabilities;  SUPPORT vector machines;  ASSISTIVE technology;  MACHINE learning;  DIAGNOSIS of autism;  ASPERGER'S syndrome;  COMMUNICATION;  HEALTH services accessibility;  INTERPERSONAL relations;  MEDICAL screening;  PSYCHOLOGY;  QUESTIONNAIRES;  SOCIAL sciences;  SMARTPHONES;  MOBILE apps
10.3389/fcvm.2019.00172,DEEP learning;  CORONARY artery disease;  COMPUTED tomography;  SIGNAL convolution;  FEATURE extraction;  RECEIVER operating characteristic curves;  OBJECT recognition (Computer vision);  MUCOCUTANEOUS lymph node syndrome;  VASCULAR diseases;  FIELD research;  CARDIOVASCULAR diseases risk factors;  EXTRACELLULAR vesicles;  BIOMARKERS;  MATHEMATICAL continuum;  OCCLUSION (Chemistry);  CORONARY disease;  ANGIOGRAPHY;  MYOCARDIAL perfusion imaging;  CARDIAC radionuclide imaging;  ARTERIAL occlusions;  ADULT respiratory distress syndrome;  CHRONIC obstructive pulmonary disease;  MACHINE learning;  RANDOM forest algorithms;  ELECTRONIC health records;  machine learning;  coronary artery disease;  atherosclerotic plaque;  coronary artery stenosis;  cardiac CT;  Diseases of the circulatory (Cardiovascular) system;  RC666-701
10.1186/s13148-019-0772-4,CHRONIC pain;  BREAST cancer surgery;  EPIGENOMICS;  OPIOID peptides;  DNA methylation;  POSTOPERATIVE pain;  GLOBAL analysis (Mathematics);  NOCICEPTORS
10.1186/s12911-019-0974-x,SYNTHETIC genes;  PROSTATE cancer;  PROSTATE cancer patients;  CANCER genes;  IDENTIFICATION;  GENE expression;  ARTIFICIAL neural networks;  OLDER people;  COGNITION disorders;  MACHINE learning;  MENTAL illness;  MINI-Mental State Examination;  FEATURE selection;  NEUROPSYCHOLOGICAL tests;  MILD cognitive impairment;  DEEP learning;  Machine learning;  Neuropsychological test;  Dementia;  Mild cognitive impairment;  Alzheimer’s disease;  Computer applications to medicine. Medical informatics;  R858-859.7
10.3389/fonc.2019.01171,NOMOGRAPHY (Mathematics);  RADIOMICS;  LOGISTIC regression analysis;  FEATURE selection;  DECISION making;  RECEIVER operating characteristic curves;  DIFFERENTIAL diagnosis;  PANCREATIC duct;  PANCREATITIS;  PANCREATIC fistula;  PANCREATIC cysts;  pancreatic ductal adenocarcinoma;  chronic pancreatitis;  computed tomography;  texture analysis;  machine learning;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1097/CM9.0000000000000479,Medicine
10.2196/14245,OLDER people;  ARTIFICIAL intelligence;  ANOMALY detection (Computer security);  MEDICAL personnel;  OPEN access publishing
10.3389/fpsyt.2019.00869,MULTIVARIATE analysis;  PREFRONTAL cortex;  DATA analysis;  FUNCTIONAL magnetic resonance imaging;  PSYCHIATRIC diagnosis;  DIFFERENTIAL diagnosis;  MENTAL depression;  PSYCHOSES;  BIPOLAR disorder;  VOXEL-based morphometry;  CLASSIFICATION of mental disorders;  PRINCIPAL components analysis;  validation;  psychopathology;  machine learning;  functional MRI;  classification;  Psychiatry;  RC435-571
10.3390/foods8120596,emerging technologies;  quality control;  foam-related parameters;  artificial intelligence;  Chemical technology;  TP1-1185;  CARBONATED beverages;  TECHNOLOGY assessment;  BUBBLES;  COMPUTER vision;  FOAM;  TASTE perception
10.1186/s12911-019-0921-x,ALLERGIC rhinitis;  DEEP learning;  MEDICAL informatics;  MACHINE learning;  CHRONIC diseases;  ACQUISITION of data;  Deep learning;  Hay fever;  Pollen allergy;  Twitter mining;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1186/s12911-019-0943-4,MACHINE learning;  TYPE 1 diabetes;  CLOSED loop systems;  INSULIN pumps;  CHILD care;  INSULIN therapy;  HYBRID zones;  HYPOGLYCEMIA;  BLOOD sugar;  ALARMS;  SEQUENTIAL pattern mining;  MONITOR alarms (Medicine);  TYPE 2 diabetes;  GLYCOSYLATED hemoglobin;  RETROSPECTIVE studies;  NUTRITION;  PEOPLE with diabetes;  DECISION support systems;  K-nearest neighbor classification;  RADIAL basis functions;  RECEIVER operating characteristic curves;  RADIAL distribution function;  NEAREST neighbor analysis (Statistics);  ARTIFICIAL pancreases;  SUPPORT vector machines;  Hypoglycemia;  Risk prediction;  Machine-learning approach;  Diabetes;  Computer applications to medicine. Medical informatics;  R858-859.7
10.3389/fonc.2019.01333,ARTIFICIAL neural networks;  MAGNETIC resonance imaging;  DEEP learning;  IMAGE registration;  MACHINE learning;  synthetic CT (sCT);  magnetic resonance imaging (MRI);  deep learning;  convolutional neural network (CNN);  nasopharyngeal carcinoma (NPC);  U-net;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.3389/fgene.2019.01154,INTERSTITIAL lung diseases;  OBSTRUCTIVE lung diseases;  GENE expression;  INHALERS;  GENE expression profiling;  SUPPORT vector machines;  chronic obstructive pulmonary disease;  interstitial lung disease;  biomarker;  gene expression;  treatment target;  Genetics;  QH426-470
10.1038/s42003-019-0464-9,BIOMARKERS;  PANCREATIC tumors;  ADENOCARCINOMA;  CONFIDENCE intervals;  CANCER chemotherapy;  PROTEIN microarrays;  BIOINFORMATICS;  GENE expression;  SURVIVAL analysis (Biometry);  RESEARCH funding;  VASCULAR endothelial growth factors;  CARRIER proteins;  LONGITUDINAL method;  OVARIAN tumors;  BLOOD proteins;  EARLY detection of cancer;  TUMOR markers;  TUMOR antigens;  SENSITIVITY & specificity (Statistics);  PROTEINS;  RISK assessment;  EPIGENOMICS;  METABOLITES;  DISEASE progression;  METASTASIS;  FAT cells;  DRUG resistance in cancer cells;  BLOOD plasma;  MULTIVARIATE analysis;  ACCURACY;  PROTEOMICS;  TUMOR classification;  DESCRIPTIVE statistics;  MANTLE cell lymphoma;  PROGNOSIS;  LYMPHOMAS;  BODY fluid examination;  CELLULAR signal transduction;  LIQUID chromatography;  MASS spectrometry;  RELIABILITY (Personality trait);  SIGNAL peptides;  METABOLOMICS;  BIOLOGICAL assay;  PREPROCEDURAL fasting;  GENERAL anesthesia
10.1093/neuonc/noz106,GLIOMA treatment;  IMMUNE checkpoint inhibitors;  MAGNETIC resonance imaging;  RETROSPECTIVE studies;  TREATMENT effectiveness;  PROGRESSION-free survival;  IMMUNOTHERAPY;  THERAPEUTICS;  DEEP learning;  BRAIN metastasis;  THREE-dimensional imaging;  METASTASIS;  GLIOBLASTOMA multiforme;  MULTIVARIATE analysis;  OLIGODENDROGLIOMAS;  TUMORS;  CONVOLUTIONAL neural networks;  BRAIN tumors;  IMAGE analysis;  MACHINE learning;  BRAIN abnormalities;  DECISION trees;  DIAGNOSTIC imaging
10.1007/s00586-019-06115-w,X-ray imaging;  DEEP learning;  STANDARD deviations;  X-rays;  RESEARCH evaluation;  POSTURAL balance;  RETROSPECTIVE studies;  RESEARCH funding;  PELVIS;  SPINE;  INTRACLASS correlation;  EVALUATION methodology;  SMALL-angle X-ray scattering;  INTER-observer reliability
10.1038/s42003-019-0485-4,AUTISM spectrum disorders;  FRONTAL lobe;  GENES;  CEREBRAL cortex;  SYSTEMS biology;  PROTEIN-protein interactions;  METABOLOMICS;  PREFRONTAL cortex;  MASS spectrometry;  METABOLITE synthesis
10.3390/jcm8111826,ARTIFICIAL neural networks;  ARTIFICIAL intelligence;  artificial intelligence;  convolutional neural network;  resunet;  sagittal vertical axis;  Medicine
10.3389/fgene.2019.01077,POLITICAL science education;  BIG data;  COLLEGE environment;  HIGHER education;  TECHNOLOGICAL innovations;  UNIVERSITIES & colleges;  ELECTRONIC commerce;  WIRELESS Internet;  CLASSIFICATION algorithms;  FORECASTING;  PROBLEM solving;  CUSTOMER services;  DEMAND forecasting;  DILATED cardiomyopathy;  METABOLISM;  LEFT ventricular hypertrophy;  MASS spectrometry;  GENE expression;  TISSUE mechanics;  COVID-19;  COVID-19 pandemic;  SURFACE pressure;  MACHINE learning;  SCIENTIFIC community;  PUBLIC health;  TRUCK drivers;  FATIGUE (Physiology);  WORK environment;  COMPUTER algorithms;  MATHEMATICAL models;  GREENHOUSE plants;  EVAPOTRANSPIRATION;  STANDARD deviations;  HUMIDITY;  SOLAR radiation;  PROGNOSIS;  GENETIC mutation;  RNA modification & restriction;  DNA copy number variations;  MELANOMA;  SKIN cancer;  OSTEOPOROSIS diagnosis;  BIOMARKERS;  RED clover;  BIOLOGICAL models;  PHOTON absorptiometry;  ANIMAL experimentation;  OSTEOPOROSIS;  RATS;  PREDICTION models;  DISEASE risk factors;  MINES & mineral resources;  MINERALS;  DECISION trees;  GOLD;  METALLOGENY
10.3389/fneur.2019.01106,TRANSIENT ischemic attack;  PERIPHERAL vascular diseases;  CORONARY disease;  MYOCARDIAL infarction;  ISCHEMIC stroke;  PLATELET aggregation inhibitors;  MACHINE learning;  DECISION support systems;  ELECTRONIC health records;  RECEIVER operating characteristic curves;  CEREBRAL ischemia;  BIBLIOGRAPHIC databases;  clinical risk scores;  recurrent stroke risk;  predictive modeling;  ischemic stroke;  predicting recurrence;  Neurology. Diseases of the nervous system;  RC346-429
10.3389/fimmu.2019.02568,T cells;  HIGH throughput screening (Drug development);  PEPTIDES;  MOLECULAR cloning;  GENOME editing;  CANCER invasiveness;  BLADDER cancer;  GENE expression profiling;  B cells;  RNA sequencing;  TYPE 1 diabetes;  IMMUNOLOGY;  ANTIGENS;  PHENOTYPES;  HEPATOCELLULAR carcinoma;  MACROPHAGES;  DISEASE progression;  NUCLEOTIDE sequence;  T cell receptors;  CYTOTOXIC T cells;  PARAMETER identification;  GENE expression;  CD8+ T cells;  single-cell;  antigen-responsive;  gene-expression analysis;  CTL (cytotoxic T lymphocyte);  influenza matrix protein;  Immunologic diseases. Allergy;  RC581-607
10.1186/s12911-019-0918-5,RECURRENT neural networks;  PARTICLE swarm optimization;  NON-communicable diseases;  PEOPLE with diabetes;  DIABETES;  BLOOD sugar analysis;  BLOOD sugar monitors;  MOBILE health;  MACHINE learning;  INTERNET of things;  PATIENT monitoring;  K-nearest neighbor classification;  SUPPORT vector machines;  VOTING;  RANDOM forest algorithms;  ELECTION forecasting;  NEAREST neighbor analysis (Statistics);  CARDIOVASCULAR diseases;  DATA analysis;  HYPERTENSION;  BLOOD pressure;  TECHNOLOGY assessment;  REGRESSION analysis;  TYPE 2 diabetes;  DESCRIPTIVE statistics;  ARTIFICIAL neural networks;  SENSITIVITY & specificity (Statistics);  RECOMMENDER systems;  DEEP learning;  DATABASES;  MULTISENSOR data fusion;  FEATURE extraction;  FORECASTING;  CORRECTIVE orthodontics;  SKULL base;  HEALTH facilities;  PEARSON correlation (Statistics);  MORPHEMICS;  SUPERVISED learning;  INTENSIVE care units;  CONDITIONAL expectations;  DISEASE risk factors;  HOSPITAL mortality;  DEATH forecasting
10.1038/s41398-018-0225-4,INFORMATION storage & retrieval systems;  MANAGEMENT information systems;  PYTHON programming language;  JAVA programming language;  INFORMATION resources management;  DATA management;  BIG data;  VOXEL-based morphometry;  MACHINE learning;  SUPPORT vector machines;  SCHIZOPHRENIA;  MAGNETIC resonance imaging;  FEATURE selection
10.1186/s12872-019-1248-3,Primary prevention;  Cardiovascular disease;  Coronary artery disease;  Epidemiology;  Biomarkers;  Ethnicity;  Diseases of the circulatory (Cardiovascular) system;  RC666-701;  NANOTECHNOLOGY;  CARDIOVASCULAR development;  CARDIOVASCULAR diseases;  CARDIAC magnetic resonance imaging;  LONGITUDINAL method;  WHOLE body imaging;  SHOTGUN sequencing
10.3390/jcm8111976,ONLINE information services;  DEEP learning;  THYROID gland tumors;  SYSTEMATIC reviews;  ARTIFICIAL intelligence;  MACHINE learning;  HEALTH care teams;  MEDLINE;  ALGORITHMS;  COLON diseases;  IMAGE processing;  STOMACH cancer;  CLASSIFICATION;  COLON cancer;  IMAGE databases;  DIAGNOSIS methods;  DIGITAL images;  COST functions;  HEART diseases;  CHEST (Anatomy);  BRUGADA syndrome;  CARDIAC arrest;  CARDIAC hypertrophy;  DIAGNOSIS;  FAST Fourier transforms
10.3389/fneur.2019.01173,MAGNETIC resonance imaging;  MAGNETIZATION transfer;  BIOMARKERS;  PROGNOSIS;  MYELIN sheath;  CYTIDINE diphosphate choline;  MYELIN proteins;  MULTIPLE sclerosis;  VISUAL evoked potentials;  NOOTROPIC agents;  SPINAL cord;  multiple sclerosis;  in vivo proton magnetic resonance spectroscopy 1H-MRS;  biomarker;  longitudinal relaxation T1;  transverse relaxation T2;  spectroscopic baseline;  Neurology. Diseases of the nervous system;  RC346-429
10.3389/fonc.2019.01164,GLIOBLASTOMA multiforme;  MACHINE learning;  FISHER discriminant analysis;  SUPPORT vector machines;  FEATURE selection;  machine learning;  magnetic resonance imaging;  glioblastoma;  anaplastic oligodendroglioma;  texture analysis;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.3389/fgene.2019.01191,MEDICAL personnel;  EMOTIONAL trauma;  PSYCHOLOGICAL distress;  PATIENTS' families;  SOCIAL skills;  PEPTIDES;  AMINO acids;  SURGICAL procedures;  RANDOM forest algorithms;  MACHINE learning;  peptide-major histocompatibility complex class I binding prediction;  deep learning;  convolutional neural network;  epitope prediction;  human leukocyte antigen;  Genetics;  QH426-470
